TIMESTAMP,east,south,west
2017-09-07 22:57:00+02:00,0.0,0.0,0.0
2017-09-07 22:58:00+02:00,0.0,0.0,0.0
2017-09-07 22:59:00+02:00,0.0,0.0,0.0
2017-09-07 23:00:00+02:00,0.0,0.0,0.0
2017-09-07 23:01:00+02:00,0.0,0.0,0.0
2017-09-07 23:02:00+02:00,0.0,0.0,0.0
2017-09-07 23:03:00+02:00,0.0,0.0,0.0
2017-09-07 23:04:00+02:00,0.0,0.0,0.0
2017-09-07 23:05:00+02:00,0.0,0.0,0.0
2017-09-07 23:06:00+02:00,0.0,0.0,0.0
2017-09-07 23:07:00+02:00,0.0,0.0,0.0
2017-09-07 23:08:00+02:00,0.0,0.0,0.0
2017-09-07 23:09:00+02:00,0.0,0.0,0.0
2017-09-07 23:10:00+02:00,0.0,0.0,0.0
2017-09-07 23:11:00+02:00,0.0,0.0,0.0
2017-09-07 23:12:00+02:00,0.0,0.0,0.0
2017-09-07 23:13:00+02:00,0.0,0.0,0.0
2017-09-07 23:14:00+02:00,0.0,0.0,0.0
2017-09-07 23:15:00+02:00,0.0,0.0,0.0
2017-09-07 23:16:00+02:00,0.0,0.0,0.0
2017-09-07 23:17:00+02:00,0.0,0.0,0.0
2017-09-07 23:18:00+02:00,0.0,0.0,0.0
2017-09-07 23:19:00+02:00,0.0,0.0,0.0
2017-09-07 23:20:00+02:00,0.0,0.0,0.0
2017-09-07 23:21:00+02:00,0.0,0.0,0.0
2017-09-07 23:22:00+02:00,0.0,0.0,0.0
2017-09-07 23:23:00+02:00,0.0,0.0,0.0
2017-09-07 23:24:00+02:00,0.0,0.0,0.0
2017-09-07 23:25:00+02:00,0.0,0.0,0.0
2017-09-07 23:26:00+02:00,0.0,0.0,0.0
2017-09-07 23:27:00+02:00,0.0,0.0,0.0
2017-09-07 23:28:00+02:00,0.0,0.0,0.0
2017-09-07 23:29:00+02:00,0.0,0.0,0.0
2017-09-07 23:30:00+02:00,0.0,0.0,0.0
2017-09-07 23:31:00+02:00,0.0,0.0,0.0
2017-09-07 23:32:00+02:00,0.0,0.0,0.0
2017-09-07 23:33:00+02:00,0.0,0.0,0.0
2017-09-07 23:34:00+02:00,0.0,0.0,0.0
2017-09-07 23:35:00+02:00,0.0,0.0,0.0
2017-09-07 23:36:00+02:00,0.0,0.0,0.0
2017-09-07 23:37:00+02:00,0.0,0.0,0.0
2017-09-07 23:38:00+02:00,0.0,0.0,0.0
2017-09-07 23:39:00+02:00,0.0,0.0,0.0
2017-09-07 23:40:00+02:00,0.0,0.0,0.0
2017-09-07 23:41:00+02:00,0.0,0.0,0.0
2017-09-07 23:42:00+02:00,0.0,0.0,0.0
2017-09-07 23:43:00+02:00,0.0,0.0,0.0
2017-09-07 23:44:00+02:00,0.0,0.0,0.0
2017-09-07 23:45:00+02:00,0.0,0.0,0.0
2017-09-07 23:46:00+02:00,0.0,0.0,0.0
2017-09-07 23:47:00+02:00,0.0,0.0,0.0
2017-09-07 23:48:00+02:00,0.0,0.0,0.0
2017-09-07 23:49:00+02:00,0.0,0.0,0.0
2017-09-07 23:50:00+02:00,0.0,0.0,0.0
2017-09-07 23:51:00+02:00,0.0,0.0,0.0
2017-09-07 23:52:00+02:00,0.0,0.0,0.0
2017-09-07 23:53:00+02:00,0.0,0.0,0.0
2017-09-07 23:54:00+02:00,0.0,0.0,0.0
2017-09-07 23:55:00+02:00,0.0,0.0,0.0
2017-09-07 23:56:00+02:00,0.0,0.0,0.0
2017-09-07 23:57:00+02:00,0.0,0.0,0.0
2017-09-07 23:58:00+02:00,0.0,0.0,0.0
2017-09-07 23:59:00+02:00,0.0,0.0,0.0
